============================================================
来源文件: xueshu_01.txt
============================================================
=== Sheet: Sheet1 (211x3) ===
吉林大学本科学生学科竞赛体系（2022） |  | 
序号 | 竞赛项目名称 | 评定等级
议文献的主要的和权威的工具。
SCI
SCI(SCIENCE CITATION INDEX)《科学引文索引》出版的一部世界著名的期刊文献检索工具，SCI(科学引文索引)、EI
(工程索引)、ISTP(科技会议录索引)是世界著名的三大科技文献检索系统，是国际公认的进行科学统计与科学评价的
主要检索工具。SCI收录全世界出版的数、理、化、农、林、医、生命科学、天文、地理、环境、材料、工程技术等
自然科学各学科的核心期刊约3500种。
ISLIDE
SSCI
SSCI(SOCIAL SCIENCES CITATION INDEX)《社会科学引文索引》。社会科学引文索引为SCI的姊妹篇，亦由美国科学
信息研究所创建，是可以用来对不同国家和地区的社会科学论文的数量进行统计分析的大型检索工具。SSCI收录全世
界出版的人类学、法律、经济、历史、地理、心理学等55个领域，选择收录期刊为1300多种。
ISLIDE
SCOPUS
SCOPUS是一个新的导航工具，它涵盖了世界上最广泛的科技和医学文献的文摘、参考文献及索引。SCOPUS是全世
界最大的摘要和引文数据库，涵盖了15000种科学技术及医学方面的期刊。SCOPUS收录的领域包括医学、农业与生
物科学、物理、工程学、社会学、经济、商业与管理、生命科学、化学、数学、地球与环境科学、心理学、艺术与人
文学。
机械工程、材料工程、土木工程、电气工程、电子工程、通信工程、自动化、计算机、化学工程、生物技术、工程管
理。
公众号：清北保研路

--- 第43页 ---
国内论文检索等级   |   41
国内论文检索等级
RETRIEVAL GRADE OF DOMESTIC PAPERS
ACADEMIC RESEARCH WHITE PAPER
国家级期刊即由党中央、国务院及所属各部门，或中国科学院、中国社会科学院、各民主党派和全国性人民团体主办
的期刊及国家一级专业学会主办的会刊。另外，刊物上明确标有“全国性期刊”、“核心期刊”字样的刊物也可视为
国家级刊物。但是，以上仅是说一般情况，还有许多地方上的、有较高学术价值、影响较大的刊物也是属于国家级刊
物。如《云南楂物研究》、《华中建筑》、《哈尔滨工业大学学报》等。
省级期刊是由各省、自治区、直辖市的各部门、委办、厅、局、所，省级社会团体和机构以及高等院校主办，在新闻
出版部门有等级备案，国内外公开发行的学术期刊。
·北大核心是北京大学图书馆主导，并联合众多学术界权威专家鉴定以及根据国内几所大学图书馆期刊的引文率、转
载率，文摘率而制作并发布的一份期刊收录建议，用于指导中文世界的图书馆收藏、订阅期刊。其分级评定的对象以
中文期刊为主，服务的对象是图书馆。北大核心受到了学术界的广泛认同，北大核心的收录也被众多高校或项目评定
机构作为参考评价的指标。从影响力来讲，其等级属同类划分中较权威的一种。是除南大核心、中国科学引文数据库
(CSCD)以外学术影响力最权威的一种。
·北大核心收录文章涵盖领域:
哲学、社会学、自然科学、医学、心理学、经济学等。
·南大核心是由南京大学中国社会科学研究评价中心组织评定的，两年一评。南大核心来源期刊，受到了学术界的广
泛认同。从影响力来讲，其等级属同类划分中国内最权威的一种，入选难度高于北大核心。
·南大核心收录文章涵盖领域:
哲学、社会学、自然科学、医学、心理学、经济学等。
·A(国际)：GOOGLE SCHOLAR谷歌学术是一个免费的、通用的学术类搜索引擎，在国际上有很高的知名度。理论上
讲，被上文所提及的索引收录的论文，都可以同时被谷歌学术检索到。由于谷歌学术具有免费易用的特点，它对学术
论文的传播与引用，起到了很大的推动作用。
·A(国内)：中文论文根据论文的主办机构、管理机构分为国家级和省级，按照学术等级分为核心和非核心。核心期刊
又有7大遴选体系:南大核心(CSSCI)、北大核心、中国科技核心期刊、中国人文社会科学核心期刊、中国科学引文数
据库(CSCD)、中国人文社科学报核心期刊、中国核心期刊遴选数据库。中国知网(CNKI)、维普、万方等数据库，本
质上来说是将上述核心、非核心等学术资源进行综合整合的搜索平台。
国家级期刊
省级期刊
北大核心
南大核心
常见论文检索类型
公众号：清北保研路

--- 第44页 ---
期刊论文和会议论文的区别   |   42
期刊论文和会议论文
DIFFERENCES BETWEEN JOURNAL PAPERS AND CONFERENCE PAPERS
ACADEMIC RESEARCH WHITE PAPER
1、会议论文一定是针对某个学术会议投稿，并且由学术会议的会务组决定是否录用，期刊论文肯定是针对某学术期
刊投稿，而且是期刊编辑部决定是否录用，而不是审稿专家，审稿专家只是审稿并返回意见，真正决定录用权在期刊
编辑上。
2、会议论文录用后，可以选择参加会议或者不参加会议，但是学术会议必须召开，而期刊论文录用后只需等着出版
即可。
3、会议论文出版后一般会寄送你论文集(部分会议会将论文提交到国际期刊上发表，并寄送你期刊)，但是期刊论文
出版后一定是寄送你期刊。
5、会议论文现在很多都比较水，期刊的话，也有很多水刊，建议大家尽量投权威点的会议或者期刊，太水的会议或
者期刊很多单位都是不认可的。
期刊论文和会议论文的区别
4、会议论文一般审稿周期都比较短2周左右，快的1周，甚至野鸡会议几天就可以录用，但是期刊论文相对慢些，国
内中文核心期刊一般2个月，普刊也得个月左右，当然部分水刊也可以几天录用甚至1天录用。
公众号：清北保研路

--- 第45页 ---
期刊论文  |   43
期刊论文
JOURNAL PAPERS
ACADEMIC RESEARCH WHITE PAPER
·官方对刊物等级并没有非常明确的分级方法。民间通常对期刊分别自高而低分为九级，其中前三级多为国际型期刊，第四级
为国内核心期刊，第五级为公开刊物，第六级为限制刊物，后面均为内刊。分级基本以影响面进行划分。
·我们要分清几个概念，一是索引，而是期刊，三是文章。SCI、EI、中文核心期刊目录总览这类都叫索引，每个索引里面有成
千上万的期刊，而文章是发在刊物上的，不是发在索引上的，只要是SCI索引里面能找到的刊物，刊物上有这篇文章，那就是
属于这个等级的。
直博项目
第一级-T类
第二级-A类
第三级-B类
在《SCIENCE》和《NATURE》两本期刊上发表的论文为特种刊物论文。
权威核心刊物论文，被国际通用的SCIE（自然，工程）、EI（工程）、ISTP（科学）、SSCI（社会）
以及A&HCI（艺术）检索系统所收录的论文(以中国科技信息研究所检索为准)，或同一学科在国内具有
权威影响的中文核心刊物上发表的论文，论文不含报道性综述、摘要、消息等。
等级
介绍
通用期刊含金量分级
重要核心刊物论文，在国外核心期刊上刊登的论文(见《国外科技核心期刊手册》)或在国内同一学科的
中文核心期刊中具有重要影响的刊物上发表的论文。
一般核心刊物论文，在《全国中文核心期刊要目总览》刊物上发表的论文。由中国知网、中国学术期刊
网和北京大学图书馆期刊工作研究会联合发布《中文核心期刊目录》。1992年推出《中文核心期刊目录
总览》，1996年推出(第二版)，2000年推出(第三版)，2004年推出(第四版)，2008年推出(第五版)，
2011年推出(第六版)，第七版(2014版)
一般公开刊物论文，在国内公开发行的刊物上双刊号期刊(有期刊号“CN”“ISSN”，有邮发代号)发
表的论文。
CN类刊物：是指在我国境内注册、国内公开发行的刊物。该类刊物的刊号均标注有CN字母，人们习惯
称之为CN类刊物。
ISSN类刊物：现在许多杂志则同时具有CN和ISSN两种刊号。所谓ISSN类刊物是指在我国境地外注册，
国内、外公开发行的刊物。该类刊物的刊号前标注有ISSN字母。
受限公开刊物论文，指在国内公开发行的但受发行限制的刊物上(仅有期刊号、无邮发代号)发表的论文。
内部刊物必须为教育部门主办，以主办单位级别分为：
第七级-国家级内刊(中国教育学会及其专委会、教育部等自办刊物)；第八级-省级内刊；第九级-区级内刊。
第四级-C类
第五级-D类
第六级-E类
第七-九级-其他
公众号：清北保研路

--- 第46页 ---
期刊论文  |   44
ACADEMIC RESEARCH WHITE PAPER
期刊查询
期刊名称
联系方式
新闻出版总署能查到的都是正刊。
期刊名称是否为“李鬼”，比如某出版商喜欢用顶刊名称的复数形式来命名自己的
期刊，再比如在顶刊名称前加JOURNAL OF **。 
判断维度
说明
同审
收录和存档
收费
期刊的真实性
判断期刊是否靠谱的方法
（是否是野鸡刊）
期刊是否可联系，是否是可靠的出版商、是否有期刊详细的联系方式。
论文审核时是否有同行评审？是否有同行评审流程，如果同行评审流程都没有肯定是
有问题的期刊。
是否保证接受：如果在审稿前就保证接受的期刊都是有问题的。
同行评审时间：如果评审时间过短也可能是有问题的期刊。
是否被检索：期刊是否被比较大的数据库收录，检查过往发表的论文是否被检索。
是否有DOI号：正规出版期刊都会给文章一个专属DOI号。
明确收费项目：订阅类期刊一般不收取费用，开放获取类期刊会收取费用。
收费时间：一般在文章录用后才会收取费用。
公众号：清北保研路

--- 第47页 ---
期刊论文   |   45
ACADEMIC RESEARCH WHITE PAPER
2、看刊物的出版周期
物以稀为贵，文章量越少的期刊，刊面有限，对文章收稿的要求也相对较高，但也不能排除可能是杂志社懒得收稿，或没
有名气。
月刊，双月刊，季刊基本上比半月刊，旬刊，周刊含金量要高的。因为出版周期慢，版面有限，所以说对于文章的
收稿要求是一定很高的。
1、每期刊发文章量
SPSS
3、看分区，有两种分区方式 
①JCR分区（国际）:科睿唯安每年出版JCR《期刊引用报告》，JCR将收录的期刊分为176个不同学科类别，每个学
科类别按照期刊影响因子的高低，划分了4个区， 
影响因子排在前25%的期刊为Q1区，影响因子排在25%-50%的期
刊为Q2区，影响因子排在50%-75%的期刊为Q3区，影响因子排在75%之后的为Q4区。
②中科院分区（国内）:各大类的SCI期刊由3年平均影响因子划分为1区（最高区）、2区、3区、4区四个等级。前5%
为1区，6%-20%为2区，21%-50%为3区，其余为4区。一般单位或者高校发表3-4区的期刊就可以满足职称评定要
求。中科院分区只适用国内的论文，不适用发表在国际上的论文。
（两个分区里的影响因子是一个东西；有些期刊质量不高，不会出现在这两个分区里）
影响因子解释（IMPACT FACTOR，缩写IF）
影响因子越高越好，小于0.5价值比较有限
影响因子是美国科学情报研究所（INSTITUTE FOR SCIENTIFIC INFORMATION，简称ISI）每年出版的《期刊引用报                 
告》（JCR，全称JOURNAL CITATION REPORTS）上的一项数据，指的是某一期刊的文章在特定年份或时期被引用的频
率，是衡量学术期刊影响力的一个重要指标。
期刊发表注意事项影响因子=该刊前2年所发表的论文在第3年被引用的次数/该刊2年内所发表的论文总数。
举例来说，某期刊2018年影响因子的计算方式为：
·本刊2017年的文章在2018年的被引次数：48；本刊2017年的发文量：187；本刊2016年的文章在2018年的被引次数：
128；本刊2016年的发文量：154
·本刊2016-2017的文章在2018年的被引次数总计：48+128=176；本刊2016-2017年的发文量总计：187+154=341；本刊
2018年的影响因子：176÷341=0.5161
判断期刊含金量的方法
公众号：清北保研路

--- 第48页 ---
期刊论文   |   46
ACADEMIC RESEARCH WHITE PAPER
SPSS
期刊发表注意事项
1、要明确发表的用途，选择合适的期刊。作者指南中往往刊载了许多期刊的详细信息：如期刊提交论文的要求，期刊
风格，期刊创始人等等细节信息都记录在作者指南当中，可以有效地判断风格是否与自己的论文内容贴合。
2、一定要注意论文投稿的时候千万不要去选择多家刊物进行投稿，那样的话会直接影响论文发表（一稿多投现在属于
违反学术道德的行为）。
3、在论文发表之前，根据自己目标期刊的要求，来控制自己论文的字数以及格式，以确保基本格式无误。
4、注意发表的时间要求。在规定的时间内将论文提交上去。不然的话，会影响到期刊论文的收录。如果是自己在官方
投稿到录用，整个流程下来短则3个月，长则半年都有可能。一般审稿就需要半月以上了。投稿的期刊质量越高，等待
的时间也就越长。
5、选择的刊物必须要和论文的内容相关，比如说农艺师就要选择和农业有关的刊物。
6、切忌“无头稿件”在投稿时切记留下有效的联系方式，方便编辑联系作者，沟通后续内容。
期刊发表注意事项
公众号：清北保研路

--- 第49页 ---
期刊论文   |   47
ACADEMIC RESEARCH WHITE PAPER
① 联系导师
② 论文写作准备
③ 准备稿件
发期刊前可联系导师寻求发
刊技巧及发刊资源，争取导
师对论文进行指导。
如欲发普刊，可提前联系导
师商榷研究方向及主体，寻
求老师的发刊建议及发刊资
源，在投稿前咨询导师对于
论文的意见和建议。
如欲发核心期刊，则需要和
导师进行深度沟通，争取加
入导师的项目组，在导师的
带领下进行课题研究和论文
发表。
根据自己的实际情况进行论
文的写作准备，其中包括：
了解论文的基本结构、安排
好每个章节写作的先后顺序
和时间投入、大量阅读相关
文献等环节。
文章大家都会写，但是写出来
的文章却不一定适合发表，所
以发表论文之前可以阅读一些
跟自己相关的论文作为参考。 
既然是要发表的论文，就要自
己提出观点，验证自己的观点
，总结出自己的观点，这样的
论文才言之有物。而且，论文
篇幅不可过长，能少的尽量不
要多，期刊版面的大小固定，
字数太多只会增加编辑的工作
量。要知道，一篇好的论文可
以大幅度缩短发表的时间。
④ 选择期刊
⑤ 等待初审结果
⑥ 修改稿件
⑦ 支付费用
准备投稿在投稿之前首
先要选择自己想要发表
的期刊，特别需要注意
的是，每个期刊都有自
己的风格和特点，而你
需要筛选出符合你的论
文领域的期刊，这样才
能够更容易发表。我国
的期刊成百上千，每个
期刊都有自己的要求。
通常来说，每个期刊的
主页都可以下载论文写
作模版和要求，作者可
以根据模板和要求写论
文，避免格式不符合造
成直接拒稿。
选择好期刊后就要进行
投稿了，大多数期刊都
可以通过在线系统提交
论文，投稿过程中需要
特别注意期刊的要求，
有的期刊会要求提供版
权协议等材料。不同的
期刊初审时间不一样，
有的需要一周，有的需
要一个月，只需要静心
等待即可。
论文通过初审后，期刊
编辑会与作者取得联系
，一般来说，论文不会
一次性就通过，需要多
次的修改，编辑会对稿
件提出意见和要求，这
时只需要按照编辑的要
求进行修改就可以了。
在与责任编辑交谈的时
候，态度切记要诚恳，
虚心请教，这样有利于
拉近两个人的距离，给
你提供一些更好的建议
，能够更顺利的出版。
如果有幸走到这一步，
说明你的论文已经投稿
成功了。所需要支付的
费用就是向杂志社支付
版面费，要及时支付费
用才能够保证论文顺利
的发表。当然如果你的
论文写得非常好，杂志
社也会向你支付一定的
稿费。
期刊论文发表流程
公众号：清北保研路

--- 第50页 ---
期刊论文   |   48
ACADEMIC RESEARCH WHITE PAPER
稿件状态说明:
1、收稿：表示稿件已经成功投递到编辑部，编辑部还没有正式受理，也没有正式编号。
2、初审：编辑部正在对稿件的基本情况进行审查。
3、外审：稿件已经送给审稿人审理。
4、定稿会：外审意见已返回，编辑部审查中。
5、责编：录用稿件等待发表，发表日期未定。
收稿
初审
外审(7）
终审
确定刊登时间
退稿
外审
责编
退修
复审
退稿
外审
责编
退修
复审
退稿
责编
外审
复审
退稿
退修
责编
退修
终审
公众号：清北保研路

--- 第51页 ---
会议论文   |   49
会议论文
CONFERENCE PAPERS
ACADEMIC RESEARCH WHITE PAPER
学术会议的投稿方式：参加学术会议时，将文章投递至会议官方网站或邮箱。国外的论文投递都是以在会议网站的投稿系统提
交为主，而国内及中外合作的会议论文主要投递到会议官方邮箱中 
。会议结束后，会议官方一般会出一个会议论文集，大家
就知道该文章是会议论文。一般认为，会议论文集投中的概率更大。
直博项目
第一级-T类
第二级-A类
第三级-B类
第四级-C类
第五级-D类
第六级-E类
第七-九级-其他
在《SCIENCE》和《NATURE》两本期刊上发表的论文为特种刊物论文。
权威核心刊物论文，被国际通用的SCIE（自然，工程）、EI（工程）
ISTP（科学）、SSCI（社会）以及A&HCI（艺术）检索系统所收录的论
文(以中国科技信息研究所检索为准)，或同一学科在国内具有权威影响
的中文核心刊物上发表的论文，论文不含报道性综述、摘要、消息等。
重要核心刊物论文，在国外核心期刊上刊登的论文(见《国外科技核
心期刊手册》)或在国内同一学科的中文核心期刊中具有重要影响的
刊物上发表的论文。
一般核心刊物论文，在《全国中文核心期刊要目总览》刊物上发表的
论文。由中国知网、中国学术期刊网和北京大学图书馆期刊工作研究
会联合发布《中文核心期刊目录》。1992年推出《中文核心期刊目录
总览》，1996年推出(第二版)，2000年推出(第三版)，2004年推出(第
四版)，2008年推出(第五版)，2011年推出(第六版)，第七版(2014版)
一般公开刊物论文，在国内公开发行的刊物上双刊号期刊(有期刊号
“CN”“ISSN”，有邮发代号)发表的论文。
CN类刊物：是指在我国境内注册、国内公开发行的刊物。该类刊物的
刊号均标注有CN字母，人们习惯称之为CN类刊物。
ISSN类刊物：现在许多杂志则同时具有CN和ISSN两种刊号。所谓
ISSN类刊物是指在我国境地外注册，国内、外公开发行的刊物。该类
刊物的刊号前标注有ISSN字母。
受限公开刊物论文，指在国内公开发行的但受发行限制的刊物上(仅
有期刊号、无邮发代号)发表的论文。
内部刊物必须为教育部门主办，以主办单位级别分为：
第七级-国家级内刊(中国教育学会及其专委会、教育部等自办刊物)；
第八级-省级内刊；第九级-区级内刊。
参加国际性学术组织举办的
国际学术会议，且作为论文
作者之一做会议发言，收入
正式出版的论文集（有书刊
号）的论文
①  参加国际性学术组织举办
的国际学术会议，未发言
② 参加全国性学术组织举办
的全国学术会议，且作为论
文作者之一做会议发言，收
入正式出版的论文集（有书
刊号）的论文
① 
参加全国性学术组织举办
的全国学术会议，未发言
② 
参加省级学术会议，且作
为论文作者之一做会议发言，
收入正式出版的论文集
（有书刊号）的论文
参加省级学术会议，未发言，
算作区级内刊
等级
发文章
学术会议发言
学术会议含金量分级
公众号：清北保研路

--- 第52页 ---
会议论文   |   50
ACADEMIC RESEARCH WHITE PAPER
征稿  CALL FOR PAPERS
SPSS
详细介绍投稿方式和投稿要求
会议官网
汇总展示会议征稿信息和网址
学术会议平台
投稿  SUBMISSION
以附件形式发送到收稿邮箱
会议编辑和审稿人对文章的内容质量进行审阅
收到录用证明，可能伴随审稿意见
参会  ATTENDANCE AND PRESENTATION
SPSS
·在线观看演讲视频
·邮件沟通及交流
·随时反复学习
线上会议
参会  ATTENDANCE AND PRESENTATION
SPSS
所有录用文章汇总为实体论文集
论文集
收录入EI、CPCI、SCOPUS等数据库
投递
审稿
录用
检索
会议论文发表流程（以国际会议论文为例）
公众号：清北保研路

--- 第53页 ---
论文写作必备知识点
Part 5 
公众号：清北保研路

--- 第54页 ---
学术论文的常见分类   |   52
学术论文的常见分类
COMMON CLASSIFICATION OF ACADEMIC PAPERS
ACADEMIC RESEARCH WHITE PAPER
SPSS
2.综述型论文(REVIEW PAPER)
研究型论文是最常见的一类期刊论文，在期刊中通常占据大量篇幅。研究型论文的特点是针对某一个(些)问题，分析和讨论原
创性研究发现，其主体部分的常规格式为研究问题及其相关内容介绍(前言)，研究方法，研究成果，讨论以及总结。论文字数
一般在5000~8000个单词(根据具体期刊要求)。
研究型论文的其他英文描述:
Original Paper, Original Articler Article, Standard Paper
综述型论立是对已有研究的综合评价或对当前研究进展的考察来澄清问题，会引用某个领域50~100篇(甚至更多)文献参考资
料，来辨明其中的关系，矛盾，差距及不一致性，并建议解决问题的后续步骤。该类型论文不要求作者对其研究发现进行阐
述，因此这类论立一般在项目初期通过大量的文献资料研究进行撰写。
综述型论文通常细分成以下三类:
(1)文献综述:标准的综述型论文，对某一领域，某一专业或某一方面的文献资料进行综合性介绍和阐述;
(2)系统综述:就某一个研究问题参考重要的研究文献，其他综述论文和灰色文献，从而更系统，更有针对性地提出解决方案;
(3)元分析:采用统计学方法就某一个研究问题从若干个相似的调查研究中分析结果。
综述型论文的其他英文描述:
Overview Paper, Survey Paper
1.研究型论文(RESEARCH PAPER)
SPSS
3.方法型论文(METHODS PAPER)
方法型论文旨在展示一种新的实验方法、测试方法或者流程，对结果不做过多阐述。
其架构和篇幅与研究型论文相似。尽管结果不是这类论文的核心部分，但大部分期刊仍会要求提供结果相关的数据样本。
研究型论文的其他英文描述: 
Experimental Paper
4.讨论型论文(DISCUSSION PAPER)
讨论型论文是在已公布的研究中通过阐述，分析或研究方法展示作者的观点，是基于证据的建设性评论报告。该类论文也允许
作者提出新的假设或对已公布的数据提出新的阐释。通常作者的研究成果不会披露到该类论文，论文字数在2000~4000个英文
单词。
讨论型论文的其他英文描述:
 Perspective Paper, Hypothesis Paper,Opinion Paper, Commentary
5.简报型(SHORT COMMUNICATION)
简报型论文以较短篇幅展现某个课题或研究方向的最新进展，实效性较强，字数限制在1000~3000个英文单词文字风格和文本
结构与研究型论文类似。
简报型论文的其他英文描述: 
Letters,Rapid Communication, Brief Communication, Short Reports, Brief Reports, Micro Article, Research Note
公众号：清北保研路

--- 第55页 ---
最基础的论文研究方法   |   53
最基础的论文研究方法
THE MOST BASIC THESIS RESEARCH METHOD
ACADEMIC RESEARCH WHITE PAPER
一、文献研究法
这是基本法、通用法。对于99.9%的学生来说只要写论文都需要站在巨人肩膀上，因此文献研究法就是这个意思，先
梳理前人的研究，然后形成自己的论文写作思路。
二、案例分析法
较为常见，也算基本法之一。建议大家在选题中一定要选择小而具体的研究对象，用具体的案例去研究去佐证去发现
问题最后提出对策。
三、问卷调查法
通过书面语言与被调查者进行交流，来搜集研究对象具体情况的方法。例如《XXXX现状调查与分析》《XXXX活动研
究调查》等类似的题目，问卷调查法就是为他们量身定做的。
对某些特定对象的采访谈话。选择一个对象去问他关于课题的内容，得到一些讯息，反馈到你的论文中。在了解研究
对象的基本情况时可以打听一下它的现状，而有条理目的的“打听”就是访谈。此外我们也可以请教领域专家，行业
领袖，企业领导等谈谈相关研究课题中的一些问题，他们的言辞都可以被记录下来合理运用到你自己的论文中。
四、访谈法
官方解释是对物与物之间和人与人之间的相似性或相异程度的研究与判断的方法。在论文中也不少见。大家课题研究
中只要包含了一些对比，比如A产业的A公司的数据可以拿A产业的B公司的数据比较，这就体现了比较分析法。大家
举一反三使用即可。
五、比较分析法
公众号：清北保研路

--- 第56页 ---
论文的基本结构   |   54
论文的基本结构
BASIC STRUCTURE OF THE THESIS
ACADEMIC RESEARCH WHITE PAPER
题目  TITLE
SPSS
·   研究对象、研究方法、研究理论、研究发现/态度、.
·“Environmental strategy promotes green performance: evidence from resource-based view”
作者信息  AUTHOR(S)
·姓名、学校/机构、联系方式、
·高度概括总结全文内容：背景、问题、方法、发现、
·通常为全文最后撰写部分
·字数要求会有区别，一般为150-200词
·关键词：3-5个与文章内容关系最为密切的名词，便于搜索（SEO）
摘要及关键词  ABSTRACT AND KEYWORDS
·介绍研究背景引出研究问题（文献/事实）
·强调研究意义及价值（理论意义/现实意义）
·简述文章基本结构
引言  INTRODUCTION
·“Improvement of hotspot cooling in conﬁnement space by corona discharge induced ionic
wind”
公众号：清北保研路

--- 第57页 ---
论文的基本结构   |   55
ACADEMIC RESEARCH WHITE PAPER
文献综述  LITERATURE REVIEW/RELATED WORKS
SPSS
·总结前人研究，提供理论支撑，便于提出研究假设
·梳理发展脉络，发掘研究空间
·定义/概念/基础理论体系/问题发展/方法演变/
主体  BODY
·理论/视角/模型/素材/
·展开逻辑/研究逻辑/实验流程/
结果发现  RESULTS AND DISCUSSION
·客观结果展示，主观发现讨论
·与前人研究作对比，给出启示或建议
·强调研究贡献
·总结全文主要工作
·提出研究局限性及未来研究方向
总结  CONCLUSION
·真实可信，信息完整
·来源：同行评审期刊/会议，权威行业报告
·禁止使用：百度百科/维基百科/社会报道/不可靠二手资料/
·格式符合会议要求，可参考APA
参考文献  REFERENCES/BIBLIOGRAPHY
公众号：清北保研路

--- 第58页 ---
基本文献检索网站介绍   |   56
基本文献检索网站介绍
INTRODUCTION TO BASIC LITERATURE RETRIEVAL WEBSITE
ACADEMIC RESEARCH WHITE PAPER
知网(可搜索中英文文献，范围广泛):
·https://www.cnki.net/
万方数据(可搜索中英文文献，范围广泛): 
·http://www.wanfangdata.com.cn/index.html
springer官网（不需要翻墙）:
 ·https://link.springer.com/
google scholar（中英文文献，涵盖范围广泛，文献质量不一): 
·https://scholargoogle.com/
elsevier/sciencedirect(英文数据库期刊\书籍搜索便利，文献质量较高，侧重理工类):
·https://www.sciencedirect.com/
Web of Science:
·http://login.webofknowledge.com/
Engineering village:
·https://www.engineeringvillage.com/home.url
注:百度百科、维基百科等各类百科不能作为引用来源
大学生推荐(需要大学账号登录)
国内的同学推荐
海外及国内可以翻墙的同学推荐
公众号：清北保研路

--- 第59页 ---
科研宝藏软件⸺数据分析与绘图   |   57
科研宝藏软件⸺数据分析与绘图
RESEARCH TREASURE SOFTWARE -- DATA ANALYSIS AND MAPPING
ACADEMIC RESEARCH WHITE PAPER
Origin
Origin具有两大主要功能:数据分析和绘图。Origin的数据分析主要包括统计、信号处理、图像处理、峰值分析和曲线
拟合等各种完善的数学分析功能。
Graphpad Prism 
GraphpadPrism是一款非常实用的绘图设计软件，集生物统计、曲线拟合和科技绘图于一体。依靠Prism来分析，绘
制和展示他们的科学数据。
SPSS
SPSS是世界上最早采用图形菜单驱动界面的统计软件，它最突出的特点就是操作界面极为友好，输出结果美观漂亮。
SPSS的基本功能包括数据管理、统计分析、图表分析、输出管理等等。
MATLAB
MATLAB和Mathematica、Maple并称为三大数学软件。它在数学类科技应用软件中在数值计算方面首屈一指。
Python
Python完全免费，众多开源的科学计算库都提供了Python的调用接口。用户可以在任何计算机上免费安装 
Python
及其绝大多数扩展库。Python是一门更易学、更严谨的程序设计语言。
iSlide
iSlide包含38个设计辅助功能，8大在线资源库超30万专业PPT模板/素材。iSlide最大的特色是将我们在PPT制作过程
中需要的素材、工具等集合起来，简化操作，方便随手调用。
Visio 
Microsoft 
Visio是一个流程图软件。Visio制作的图表范围十分广泛，可以利用Visio的强大绘图功能绘制地图、企业
标志等，同时Visio支持将档案保存为svg、dwg等矢量通用格式。
亿图图示 
O亿图图示是一款国产软件，被很多人称为国产的“visio”，也是国内最为专业的流程图绘制软件。
公众号：清北保研路

--- 第60页 ---
高含金量的学术科研项目需要具备的要素   |   58
高含金量的学术科研项目需要具备的要素
RESEARCH TREASURE SOFTWARE -- DATA ANALYSIS AND MAPPING
ACADEMIC RESEARCH WHITE PAPER
师从学术领域有所建树的人
·讲席教授
科学的教学方法和科学课程难度分级
PBL(问题驱动教学法是一种以学生
为主体、以专业领域内的各种问题
为学习起点，以问题为核心规划学
习内容，让学生围绕问题寻求解决
方案的一种学习方法。
课程难度分级，让不同层级的学生
找到适合自己程度的课题。
·正教授
·副教授
·讲师
·博士
·正确的指导带领学生“少走弯路”
国家战略方针指导学科领域研究方向
·信息技术+文科
参与后能有结果产出
·研究报告
·外语+文科
·文科+理工科
·文科+农医科等
·中文论文
·英文论文
公众号：清北保研路

--- 第61页 ---


===== 来源文件: FSC 中国大学生方程式赛事调研 (FSC官方调研与对比.md) =====

# FSC 官方文件调研 + 与 RoboMaster 赛制对比

> 归档时间：2026-09-19
> 来源：**中国大学生方程式系列赛事官网** http://www.formulastudent.com.cn （中国汽车工程学会主办）
> 原始文件：本目录 `FSC官方文件\`（31 份，全部 `%PDF`/`PK` 魔数校验通过）
> 提取文本：`_extract\FSC2026规则最终版.md`（198 页）
> 脚本：`fsc_scrape.py`（抓清单）、`fsc_dl.py`（并行下载）、`fsc_verify.py`、`fsc_extract2~4.py`

---

## 一、官网结构（真实可爬，静态 HTML，无需登录）

| 栏目 | URL | 内容 |
|---|---|---|
| 首页 | `/` | 赛事公告、报名车队数、近期动态 |
| **资料查询** | `/documentation.html` | **官方文件下载入口** |
| ├ 通用文档 | `?doc=1`（默认） | 规则、竞赛手册、检查表、案例分析 |
| ├ 油车 | `?doc=2` | FSCC 专项 |
| ├ 电车 | `?doc=3` | FSEC 专项 |
| ├ 无人车 | `?doc=4` | FSAC 专项 |
| └ 巴哈 | `?doc=5` | BSC 专项 |
| 赛事公告 | `/announcement.html` | 时间地点、车身标志要求等 |
| 车队简介 | `/oil_truck.html` `/tram.html` `/unmanned_vehicle.html` `/baja.html` | 各赛别车队 |
| **报名系统** | `ims.formulastudent.com.cn` | 参赛注册 |
| 英文站 | `formulastudent.sae-china.org` | EN |
| 老版站 | `old.formulastudent.com.cn` | 历史归档 |

**文件 CDN 规律**：`http://img.sae-china.org/web/<年>/<月>/<文件名>.pdf`
**详情页规律**：`/news/<id>.html`（正文里挂附件链接）

**联系方式**：电话 010-50911000；邮箱 zhenghao@sae-china.org；地址 北京市大兴区亦庄经济开发区融兴北三街 39 号行知楼

---

## 二、赛事规模（2026 赛季官网首页实时）

| 赛事 | 全称 | 报名院校数 |
|---|---|---|
| **FSCC** | 中国大学生方程式汽车大赛（燃油） | **139 所** |
| **FSEC** | 中国大学生电动方程式大赛 | **102 所** |
| **FSAC** | 中国大学生无人驾驶方程式大赛 | **39 所** |
